0-9 y/o % of total pop,GQ_ESTIMATES_2018,Percent of adults with less than a high school diploma 2014-18,Percent of adults with a bachelor's degree or higher 2014-18,PCTPOV017_2018,PCTPOV517_2018,MEDHHINC_2018,Median_Household_Income_2018,Total Active Patient Care Physicians per 100000 Population 2018 (AAMC),Active Primary Care Physicians per 100000 Population 2018 (AAMC),Active Patient Care Primary Care Physicians per 100000 Population 2018 (AAMC),Active General Surgeons per 100000 Population 2018 (AAMC),Active Patient Care General Surgeons per 100000 Population 2018 (AAMC),Total physician assistants (2019),Internal Medicine Primary Care (2019),Total Specialist Physicians (2019),anycondition_prevalence,Obesity_prevalence,diabetes_prevalence,Active Physicians per 100000 Population 2018 (AAMC)
0.4238563632593073,0.018717687036683976,0.1643625192012289,0.31719745222929935,0.3806734992679356,0.3413533834586466,0.2986565229160434,0.2986565229160434,0.12787032868077441,0.1995412844036697,0.23857868020304573,0.24873096446700504,0.4117647058823529,0.032999628589025234,0.017063550998856453,0.01864851969857241,0.6832579185520362,0.6397694524495676,0.44102564102564107,0.10995882263230133
0.4878344432199042,0.000532708288940976,0.09984639016897083,0.21528662420382164,0.17423133235724744,0.1669172932330827,0.4572523542904361,0.4572523542904361,0.041197658712291696,0.1118119266055046,0.1412859560067682,0.06598984771573602,0.1470588235294118,0.0015939212989999872,0.000839799649113206,0.0010244370914136666,0.46153846153846145,0.5706051873198847,0.26153846153846155,0.04102485892938845
0.42319449947254856,0.0004990635549025985,0.061443932411674354,0.32993630573248406,0.4773060029282577,0.4721804511278195,0.2762604892365118,0.2762604892365118,0.13822602431337228,0.15022935779816515,0.22673434856175967,0.21319796954314718,0.431372549019608,0.00014551018747099097,3.8632538075679226e-05,5.221709756378176e-05,0.45022624434389136,0.46974063400576366,0.317948717948718,0.08509989324386152
0.4346665271647456,0.008489687889017238,0.14439324116743474,0.18980891719745224,0.24011713030746704,0.21804511278195488,0.3727828354062487,0.3727828354062487,0.08374606033318321,0.08600917431192662,0.1116751269035533,0.04568527918781723,0.10784313725490202,0.0011877894952807351,0.001306403215422215,0.0016477732111418592,0.5497737556561084,0.5619596541786744,0.35384615384615387,0.060240963855421714
0.45570687824989736,0.06680161943319839,0.15360983102918588,0.4318471337579618,0.32503660322108346,0.3233082706766917,0.3659443518399795,0.3659443518399795,0.08779828905898246,0.14793577981651373,0.17681895093062605,0.10659898477157359,0.22549019607843146,0.08519214807934004,0.055496184653186356,0.062424906958870964,0.3506787330316742,0.3487031700288185,0.2717948717948719,0.08159219155101421
0.4135685601722059,0.049104489329011854,0.06758832565284179,0.561783439490446,0.1171303074670571,0.11578947368421053,0.6094086136399254,0.6094086136399254,0.19743358847366044,0.17259174311926606,0.2343485617597293,0.11167512690355325,0.20588235294117652,0.11317669647432636,0.04462575972138004,0.0494508413304842,0.17873303167420806,0.20461095100864551,0.0615384615384616,0.1439682781759951
0.5406765329018829,0.008713986115939754,0.26113671274961603,0.21019108280254778,0.445095168374817,0.45112781954887216,0.3253978430283085,0.3253978430283085,0.06325979288608735,0.07912844036697247,0.0905245346869713,0.07106598984771573,0.10784313725490202,0.006339453668667359,0.00335240105641735,0.003277513337305609,0.6063348416289591,0.622478386167147,0.4153846153846154,0.05703827970108277
0.5588981517752156,0.0018280305494185068,0.2749615975422428,0.20127388535031848,0.5944363103953149,0.5984962406015036,0.26462082033309114,0.26462082033309114,0.06325979288608735,0.07912844036697247,0.0905245346869713,0.07106598984771573,0.10784313725490202,0.004199627444828539,0.0022189242312604922,0.0021695457876096747,0.6199095022624435,0.6051873198847264,0.5076923076923077,0.05703827970108277
0.5786112698812202,0.0003644846187490888,0.2196620583717358,0.2369426751592357,0.44655929721815524,0.45263157894736844,0.31139319855821973,0.31139319855821973,0.056506078343088684,0.04357798165137616,0.04483925549915402,0.030456852791878153,0.03921568627450989,0.0013070198786198249,0.0008549964611517947,0.0010177692640039042,0.6809954751131222,0.6829971181556196,0.48205128205128206,0.0510904377001678
0.59457345235715,0.0005551381116332276,0.2811059907834102,0.2496815286624204,0.4612005856515373,0.4571428571428571,0.2829849980766765,0.2829849980766765,0.056506078343088684,0.04357798165137616,0.04483925549915402,0.030456852791878153,0.03921568627450989,0.00036288158058609814,0.00023375332694664772,0.00027991173591460403,0.5678733031674208,0.5821325648414986,0.4615384615384615,0.0510904377001678
0.42855707882386596,0.022059730617829468,0.16589861751152077,0.3273885350318471,0.3382137628111274,0.34285714285714286,0.2834408969810944,0.2834408969810944,0.12787032868077441,0.1995412844036697,0.23857868020304573,0.24873096446700504,0.4117647058823529,0.017045551168784825,0.008811211266797186,0.00963037832841429,0.7239819004524886,0.6570605187319885,0.39487179487179497,0.10995882263230133
0.38412643763469845,0.008304641851806162,0.348694316436252,0.20127388535031848,0.38213762811127383,0.33533834586466166,0.304091692667151,0.304091692667151,0.14835659612787022,0.12327981651376146,0.15989847715736039,0.06598984771573602,0.0980392156862746,0.001230244543948995,0.0008238781694076665,0.0007872341077209828,0.6176470588235292,0.6195965417867437,0.39487179487179497,0.11270398047887753
0.47552504187431877,0.0010093420211513228,0.05990783410138249,0.3095541401273886,0.14641288433382138,0.13383458646616542,0.4845136840905529,0.4845136840905529,0.14295362449347138,0.16800458715596334,0.2131979695431473,0.11675126903553301,0.20588235294117652,0.0037150735576330198,0.0021761918290907514,0.0024972596905182146,0.4909502262443439,0.5821325648414986,0.1897435897435898,0.11224645417111478
0.42518396386418766,0.03404286339116489,0.15207373271889402,0.2764331210191083,0.3953147877013177,0.3714285714285714,0.32546195381174226,0.32546195381174226,0.2910850968032418,0.27293577981651385,0.2842639593908629,0.2335025380710659,0.23529411764705888,0.028781388194390696,0.023736027157545907,0.021318812211664123,0.5542986425339367,0.5533141210374639,0.3230769230769231,0.2803111178892787
0.40930144776991606,0.011685937622663093,0.14900153609831032,0.30573248407643316,0.19765739385065886,0.1924812030075188,0.41272385348548957,0.41272385348548957,0.11481314723097702,0.11353211009174308,0.14043993231810492,0.12690355329949232,0.23529411764705888,0.011429776406283074,0.012173504223689232,0.013048047873502775,0.6063348416289591,0.634005763688761,0.3282051282051282,0.09425041939911544
0.4260207581928362,0.004839234245853287,0.11981566820276499,0.24713375796178344,0.2825768667642753,0.26616541353383455,0.3804547591571569,0.3804547591571569,0.1479063484916704,0.19667431192660545,0.21996615905245354,0.07106598984771573,0.07843137254901966,0.004377180383339436,0.00599978133884058,0.005057923535872555,0.5226244343891402,0.5187319884726225,0.2666666666666668,0.14198566417569009
0.5653594226559773,0.00026355041663395654,0.20276497695852538,0.14777070063694267,0.3997071742313324,0.42255639097744363,0.281111538516334,0.281111538516334,0.1384511481314723,0.12213302752293576,0.15059221658206434,0.07106598984771573,0.12745098039215685,0.00024201239792172105,0.000492575723702343,0.0005357935675231018,0.6176470588235292,0.634005763688761,0.3641025641025641,0.1247521732499619
0.47844827130805506,0.0,0.11981566820276499,0.335031847133758,0.1493411420204978,0.1533834586466165,0.48061717314185576,0.48061717314185576,0.056506078343088684,0.04357798165137616,0.04483925549915402,0.030456852791878153,0.03921568627450989,8.608197273643833e-05,5.1619145744990487e-05,6.358889985125489e-05,0.5723981900452488,0.5706051873198847,0.3333333333333333,0.0510904377001678
0.48751478046919444,0.03287651261116781,0.14132104454685102,0.22675159235668793,0.27379209370424595,0.25864661654135335,0.3583151686113604,0.3583151686113604,0.16614137775776672,0.16284403669724778,0.19035532994923865,0.1370558375634518,0.20588235294117652,0.009704731480882696,0.01214571500290285,0.01331909710107774,0.5701357466063348,0.6195965417867437,0.35384615384615387,0.15464389202379136
0.43500616267591247,0.1585564166115267,0.12903225806451613,0.4573248407643312,0.1581259150805271,0.14887218045112782,0.5112265105212919,0.5112265105212919,0.40274651058081945,0.39564220183486243,0.4517766497461928,0.20304568527918776,0.22549019607843146,0.12890848372525712,0.1936913385744882,0.16613080458713325,0.39140271493212664,0.46397694524495675,0.1692307692307693,0.3937776422144273
0.3517672158618331,0.005534558749313087,0.07219662058371737,0.4114649681528662,0.232796486090776,0.2270676691729323,0.37147212605604707,0.37147212605604707,0.294687077892841,0.3646788990825689,0.4949238578680204,0.3299492385786801,0.6568627450980393,0.011253210536299822,0.005762335331581976,0.006113364478778013,0.45022624434389136,0.44668587896253603,0.25128205128205133,0.2118346804941284
0.35204098132527023,0.004048582995951417,0.12135176651305685,0.3872611464968153,0.2591508052708638,0.2541353383458646,0.42217663233178043,0.42217663233178043,0.29558757316524087,0.2918577981651377,0.3079526226734348,0.20304568527918776,0.2450980392156863,0.009752129081998828,0.008530450163018946,0.007836409086584001,0.5407239819004523,0.6109510086455332,0.4051282051282052,0.29693457373798987
0.5152082665409548,0.049211030986800054,0.12903225806451613,0.43439490445859874,0.37920937042459735,0.35939849624060144,0.355864712000114,0.355864712000114,0.030166591625393924,0.08371559633027525,0.11675126903553301,0.07106598984771573,0.1470588235294118,0.013459179866343157,0.020494897149243674,0.03155491612023025,0.5656108597285068,0.5619596541786744,0.34358974358974365,0.02485892938843981
0.4515630944620535,0.006942030123251876,0.2350230414746544,0.2318471337579618,0.4377745241581259,0.41954887218045106,0.30870766907438274,0.30870766907438274,0.056506078343088684,0.04357798165137616,0.04483925549915402,0.030456852791878153,0.03921568627450989,0.008278947741864674,0.00544252598532041,0.006466430196636766,0.7352941176470589,0.6570605187319885,0.4615384615384615,0.0510904377001678
0.42183083658994286,0.027072795989547704,0.18125960061443935,0.21528662420382164,0.20644216691068815,0.1924812030075188,0.43912324941944125,0.43912324941944125,0.16614137775776672,0.16284403669724778,0.19035532994923865,0.1370558375634518,0.20588235294117652,0.0041956315104250425,0.0052497077039195435,0.005757745893523349,0.5588235294117647,0.5302593659942363,0.29230769230769243,0.15464389202379136
0.3033002723557601,0.0,0.3102918586789555,0.1694267515923567,0.2752562225475842,0.26616541353383455,0.40512316393839665,0.40512316393839665,0.12832057631697436,0.143348623853211,0.17343485617597298,0.0862944162436548,0.12745098039215685,0.0008421061660540847,0.0005977446832500459,0.0006304050336777163,0.658371040723982,0.6772334293948128,0.5948717948717948,0.10965380509379286
0.3803381557861695,0.00548409164825552,0.11674347158218129,0.25987261146496815,0.20790629575402636,0.20601503759398493,0.3580302317960992,0.3580302317960992,0.07136425033768568,0.13016055045871566,0.16328257191201356,0.060913705583756306,0.12745098039215685,0.0008706260355968278,0.0004406819615114865,0.000533019496320235,0.6108597285067874,0.7089337175792507,0.3384615384615384,0.05536068323928628
0.4810187838816159,0.0015532652214384245,0.1075268817204301,0.23949044585987264,0.18740849194729137,0.1819548872180451,0.4277186533886111,0.4277186533886111,0.041197658712291696,0.1118119266055046,0.1412859560067682,0.06598984771573602,0.1470588235294118,0.0018838949408031729,0.0009936053359208463,0.0012115970054617099,0.5384615384615383,0.5475504322766571,0.26153846153846155,0.04102485892938845
0.3635670034578963,0.0002299056825955791,0.26420890937019975,0.22675159235668793,0.5973645680819912,0.6045112781954888,0.25559544670969214,0.25559544670969214,0.056506078343088684,0.04357798165137616,0.04483925549915402,0.030456852791878153,0.03921568627450989,0.00021049081446421365,0.0001334801814620297,0.0001608161817814226,0.6425339366515836,0.5677233429394812,0.5435897435897437,0.0510904377001678
0.3624026057019758,0.0006897170477867373,0.24423963133640555,0.1554140127388535,0.48609077598828704,0.4541353383458646,0.2448105882520551,0.2448105882520551,0.1384511481314723,0.12213302752293576,0.15059221658206434,0.07106598984771573,0.12745098039215685,0.00047911975299639686,0.0009736303307900416,0.001057650936874247,0.8167420814479638,0.7262247838616716,0.605128205128205,0.1247521732499619
0.42820443187542184,0.007295299830654839,0.19815668202764977,0.18980891719745224,0.22840409956076135,0.21353383458646613,0.41986864412816455,0.41986864412816455,0.024763619990995023,0.04013761467889909,0.032148900169204686,0.0,0.0,0.0008119048791122276,0.0007630240555752504,0.0006343698785009426,0.6651583710407238,0.5504322766570604,0.2871794871794872,0.03385694677443951
0.5286136434630513,0.09780524184956318,0.13364055299539174,0.5337579617834395,0.30600292825768666,0.3097744360902256,0.4483267085523785,0.4483267085523785,0.20306168392615942,0.22706422018348627,0.29441624365482233,0.09137055837563451,0.1568627450980392,0.08784468303153638,0.05517338721887522,0.06127294149414878,0.33257918552036203,0.4351585014409222,0.1692307692307693,0.16989476894921457
0.48166101621856094,0.013121446274967197,0.14132104454685102,0.3834394904458599,0.2562225475841874,0.24060150375939848,0.4318716074710433,0.4318716074710433,0.06798739306618634,0.08486238532110091,0.09390862944162437,0.07106598984771573,0.11764705882352944,0.0300930030994814,0.021698623062668454,0.02493003292318367,0.4343891402714932,0.46397694524495675,0.25641025641025644,0.05825834985511669
0.5667720504583631,0.2109020153195689,0.2964669738863288,0.2585987261146497,0.31332357247437775,0.3082706766917293,0.45098374435468935,0.45098374435468935,0.15533543448896892,0.17717889908256879,0.21912013536379016,0.08121827411167509,0.11764705882352944,0.21488901866237928,0.21488636642219341,0.21488695008077896,0.5271493212669682,0.5619596541786744,0.34358974358974365,0.134665243251487
0.4014160772786305,0.12126122892998531,0.16282642089093705,0.45477707006369433,0.2708638360175696,0.2571428571428572,0.439764357253779,0.439764357253779,0.14835659612787022,0.12327981651376146,0.15989847715736039,0.06598984771573602,0.0980392156862746,0.21016658686497558,0.14158593714176973,0.1352243780418827,0.4343891402714932,0.4063400576368877,0.38461538461538464,0.11270398047887753
0.48107866917093417,0.015106485583231464,0.12596006144393243,0.2777070063694268,0.21961932650073207,0.20902255639097744,0.41084327050476555,0.41084327050476555,0.14295362449347138,0.16800458715596334,0.2131979695431473,0.11675126903553301,0.20588235294117652,0.02552296497743835,0.014982160372784674,0.017181137043070664,0.49321266968325783,0.5590778097982709,0.22051282051282056,0.11224645417111478
0.46370888271821065,0.0008018661612479954,0.1121351766513057,0.2522292993630573,0.20351390922401172,0.18646616541353384,0.3367881922183756,0.3367881922183756,0.08937415578568209,0.13130733944954132,0.16159052453468692,0.060913705583756306,0.11764705882352944,0.0007392488174175234,0.0002782995649361122,0.00032727190251626687,0.5633484162895928,0.659942363112392,0.276923076923077,0.07305170047277715
0.503138556387931,0.00016261621451882423,0.09677419354838711,0.33248407643312106,0.14348462664714495,0.14887218045112782,0.3919092191306578,0.3919092191306578,0.09972985141828,0.15768348623853212,0.1996615905245347,0.18274111675126897,0.3529411764705883,0.0002779824650821202,7.582012260839158e-05,8.288989677843797e-05,0.4343891402714932,0.5216138328530258,0.21025641025641023,0.07488180570382796
0.4026142473103128,0.003644846187490888,0.14285714285714288,0.20636942675159237,0.19912152269399708,0.1969924812030075,0.35215340998133665,0.35215340998133665,0.22174696082845569,0.2035550458715596,0.2284263959390863,0.15736040609137047,0.21568627450980404,0.014278563178115546,0.009247023507020297,0.009077509700120482,0.5995475113122171,0.6311239193083575,0.358974358974359,0.19704132987646789
0.47009043733647227,0.0005719604786524163,0.2688172043010753,0.14012738853503184,0.5021961932650073,0.4992481203007519,0.2827071846817968,0.2827071846817968,0.0,0.003440366972477127,0.0,0.07614213197969538,0.16666666666666674,0.00020654016856260039,0.000816259486687142,0.0008921793429608338,0.7692307692307692,0.7809798270893371,0.47692307692307695,0.0
0.398849614086811,0.02169524599908038,0.14592933947772657,0.289171974522293,0.28550512445095166,0.269172932330827,0.37360202875012466,0.37360202875012466,0.14835659612787022,0.12327981651376146,0.15989847715736039,0.06598984771573602,0.0980392156862746,0.050417820037262195,0.03396193508563703,0.032436286135759836,0.5452488687782806,0.5533141210374639,0.4102564102564103,0.11270398047887753
0.40567821337959514,0.0015140130317269841,0.06758832565284179,0.7312101910828026,0.09809663250366032,0.0887218045112782,0.7058383553447023,0.7058383553447023,0.05583070688878877,0.08314220183486237,0.12690355329949243,0.25380710659898476,0.5294117647058825,0.003175409988792033,0.0009148881896015045,0.001440090276914476,0.05203619909502266,0.1210374639769452,0.05641025641025649,0.025316455696202556
0.43583781260087046,0.09641459284264359,0.09370199692780339,0.49044585987261147,0.27964860907759886,0.2796992481203008,0.3763801626989215,0.3763801626989215,0.16861773975686623,0.18635321100917435,0.2233502538071065,0.11675126903553301,0.16666666666666674,0.05477179995623246,0.03800217482556557,0.03959461152405615,0.3054298642533937,0.414985590778098,0.15384615384615385,0.14595089217630014
0.35551114983201587,0.0006897170477867373,0.19969278033794163,0.22038216560509555,0.27232796486090777,0.26766917293233083,0.3525167044207947,0.3525167044207947,0.12787032868077441,0.1995412844036697,0.23857868020304573,0.24873096446700504,0.4117647058823529,0.0032483742992679616,0.0016745409425274315,0.0018314383895756282,0.6470588235294117,0.5965417867435159,0.4461538461538462,0.10995882263230133
0.5589826507071108,0.03548397949914206,0.17665130568356374,0.33375796178343947,0.4158125915080527,0.40451127819548865,0.3321508455499993,0.3321508455499993,0.06325979288608735,0.07912844036697247,0.0905245346869713,0.07106598984771573,0.10784313725490202,0.03035682942123684,0.01607452705264821,0.015713323627799352,0.5791855203619909,0.6397694524495676,0.42051282051282063,0.05703827970108277
0.4478743464952801,0.002411205939417049,0.2688172043010753,0.2356687898089172,0.3953147877013177,0.3864661654135338,0.30544514253964183,0.30544514253964183,0.12832057631697436,0.143348623853211,0.17343485617597298,0.0862944162436548,0.12745098039215685,0.003949983273531005,0.0028212986898165267,0.0029710827321821377,0.6334841628959276,0.7002881844380404,0.5538461538461539,0.10965380509379286
0.36622126227322926,0.00461493601893077,0.08602150537634409,0.4624203821656051,0.16544655929721816,0.15939849624060148,0.40915501987434283,0.40915501987434283,0.3329581269698334,0.3727064220183487,0.5101522842639594,0.30964467005076135,0.48039215686274517,0.010775646500227515,0.00643511152079665,0.007106726287734976,0.3280542986425339,0.39481268011527376,0.21538461538461545,0.2681104163489401
0.44452945545140543,0.0011775656913432099,0.18125960061443935,0.20254777070063695,0.21376281112737922,0.20150375939849624,0.476563946944765,0.476563946944765,0.06325979288608735,0.07912844036697247,0.0905245346869713,0.07106598984771573,0.10784313725490202,0.0029090701648235274,0.0015353094811343063,0.001501316016441236,0.5475113122171946,0.5273775216138328,0.30769230769230765,0.05703827970108277
0.3660902461569515,4.485964538450324e-05,0.11059907834101385,0.14267515923566879,0.465592972181552,0.4541353383458646,0.24569389237936487,0.24569389237936487,0.08779828905898246,0.14793577981651373,0.17681895093062605,0.10659898477157359,0.22549019607843146,0.0005608267077257714,0.00036031493796184256,0.00040705429489354655,0.6538461538461537,0.5590778097982709,0.7076923076923076,0.08159219155101421
0.5739136763860566,0.10141644330301569,0.4224270353302612,0.3121019108280255,0.28111273792093705,0.2857142857142857,0.496253080879315,0.496253080879315,0.15533543448896892,0.17717889908256879,0.21912013536379016,0.08121827411167509,0.11764705882352944,0.04309996753866191,0.04309673500869316,0.0430974463997566,0.3393665158371041,0.37175792507204614,0.26153846153846155,0.134665243251487
0.7281234250737825,0.0008467258066324986,0.49308755760368667,0.18216560509554142,0.24597364568081992,0.24661654135338343,0.3831331652206123,0.3831331652206123,0.056506078343088684,0.04357798165137616,0.04483925549915402,0.030456852791878153,0.03921568627450989,0.0021577508914558605,0.0014147775879820989,0.0016826276676001858,0.6040723981900453,0.6657060518731988,0.38974358974358975,0.0510904377001678
0.419298604616908,0.01858871555620353,0.20430107526881722,0.16178343949044585,0.3265007320644217,0.2781954887218045,0.3392457722500036,0.3392457722500036,0.08374606033318321,0.08600917431192662,0.1116751269035533,0.04568527918781723,0.10784313725490202,0.0022157516691938845,0.0024395164751600494,0.0030744900816461565,0.6425339366515836,0.6311239193083575,0.4000000000000001,0.060240963855421714
0.4816134687787715,0.022480289793309186,0.130568356374808,0.28662420382165604,0.3953147877013177,0.3804511278195489,0.36104343861748656,0.36104343861748656,0.1479063484916704,0.19667431192660545,0.21996615905245354,0.07106598984771573,0.07843137254901966,0.010121355003855841,0.013875386951413406,0.01169791086193529,0.5656108597285068,0.5389048991354466,0.317948717948718,0.14198566417569009
0.4101411552182906,0.07877353729518768,0.1904761904761905,0.5095541401273885,0.212298682284041,0.20601503759398493,0.5998846005898192,0.5998846005898192,0.15533543448896892,0.17717889908256879,0.21912013536379016,0.08121827411167509,0.11764705882352944,0.027134454847097016,0.027131168391435735,0.027131891650642774,0.14479638009049767,0.16426512968299706,0.15897435897435896,0.134665243251487
0.47992788554640176,0.19775813922190946,0.15821812596006146,0.43057324840764327,0.33382137628111275,0.32781954887218046,0.41342194868287957,0.41342194868287957,0.14835659612787022,0.12327981651376146,0.15989847715736039,0.06598984771573602,0.0980392156862746,0.19527352766784156,0.13155236587266347,0.12564164907850142,0.418552036199095,0.489913544668588,0.24615384615384622,0.11270398047887753
0.42058796350475336,0.016749470095438895,0.1121351766513057,0.31592356687898093,0.15226939970717424,0.1458646616541353,0.46894188713652746,0.46894188713652746,0.14295362449347138,0.16800458715596334,0.2131979695431473,0.11675126903553301,0.20588235294117652,0.01331688042881241,0.007814537800268606,0.008962431022799545,0.4298642533936651,0.5100864553314122,0.15897435897435896,0.11224645417111478
0.3991097902021761,0.010093420211513228,0.05837173579109063,0.5592356687898089,0.1581259150805271,0.15037593984962405,0.4717057742445613,0.4717057742445613,0.19743358847366044,0.17259174311926606,0.2343485617597293,0.11167512690355325,0.20588235294117652,0.01097914157784817,0.004323413389564695,0.004792345444252078,0.23755656108597278,0.1959654178674352,0.0871794871794872,0.1439682781759951
0.44299955307629635,0.006723339352002423,0.05990783410138249,0.4242038216560509,0.10980966325036604,0.10075187969924812,0.544763573677537,0.544763573677537,0.16614137775776672,0.16284403669724778,0.19035532994923865,0.1370558375634518,0.20588235294117652,0.016938250674829326,0.02120026137561853,0.02324724858981251,0.38914027149321273,0.4293948126801153,0.22564102564102567,0.15464389202379136
0.3578494294986312,0.0020355064093218345,0.2626728110599079,0.18471337579617836,0.3513909224011713,0.32932330827067663,0.3033722272086165,0.3033722272086165,0.0,0.003440366972477127,0.0,0.07614213197969538,0.16666666666666674,0.0001707573146757624,0.0006766750346017843,0.0007398670097594318,0.6289592760180995,0.628242074927954,0.512820512820513,0.0
0.46526427970226397,0.0006504648580752969,0.2841781874039939,0.19363057324840766,0.4055636896046852,0.4015037593984962,0.331972760040461,0.331972760040461,0.12832057631697436,0.10779816513761464,0.12351945854483926,0.17766497461928932,0.27450980392156865,0.0017806703724625457,0.002057886768113041,0.0023422643881352858,0.6764705882352942,0.6397694524495676,0.5179487179487179,0.10523105078542017
